blk_no,street,max_floor_lvl,year_completed,bldg_contract_town,flat_type_1 ROOM,flat_type_2 ROOM,flat_type_3 ROOM,flat_type_4 ROOM,flat_type_5 ROOM,flat_type_EXECUTIVE,flat_type_MULTI-GENERATION,address,latitude,longitude,postal_code,geohash
1,BEACH RD,16,1970,KWN,0,1,138,1,2,0,0,1 BEACH RD,1.3036713506088,103.864478660925,190001,w21z7mrf3vbw
1,BEDOK STH AVE 1,14,1975,BD,0,0,204,0,2,0,0,1 BEDOK STH AVE 1,1.32085208689731,103.933721091441,460001,w21zt06nx0xm
1,CHAI CHEE RD,15,1982,BD,0,0,0,10,92,0,0,1 CHAI CHEE RD,1.32796879176302,103.922716018139,461001,w21zscdpyz3d
1,CHANGI VILLAGE RD,4,1975,PRC,0,0,54,0,1,0,0,1 CHANGI VILLAGE RD,1.38854656229022,103.987804503483,500001,w21zykc8g7z4
1,DELTA AVE,25,1982,BM,0,0,0,0,96,0,0,1 DELTA AVE,1.2920752508431,103.828584077626,160001,w21z6ejwvk79
1,DOVER RD,12,1975,QT,0,0,118,0,7,0,0,1 DOVER RD,1.3025299473495,103.783271662459,130001,w21z3thev90m
1,EUNOS CRES,14,1977,GL,0,0,0,0,0,0,0,1 EUNOS CRES,1.3206576452482,103.90246344511,400001,w21zs27mqukj
1,EVERTON PK,12,1965,BM,0,0,62,0,33,0,0,1 EVERTON PK,1.27742654288695,103.840001188095,081001,w21z6btcx3sf
1,GHIM MOH RD,15,1975,QT,0,0,216,0,4,0,0,1 GHIM MOH RD,1.31287975684307,103.786855017635,270001,w21z3xp21480
1,HAIG RD,15,1976,GL,0,0,213,0,5,0,0,1 HAIG RD,1.31129091152627,103.897703432652,430001,w21zknxyzfqf
1,HOLLAND CL,13,1973,QT,0,0,0,0,0,0,0,1 HOLLAND CL,1.30921937771543,103.796732386696,271001,w21z3yq6z0jm
1,HOUGANG AVE 3,14,1974,HG,0,0,200,0,4,0,0,1 HOUGANG AVE 3,1.36413097349222,103.89300132385,530001,w21zu0kddkkw
1,JLN BT MERAH,14,1974,BM,0,0,243,0,0,0,0,1 JLN BT MERAH,1.28645354030174,103.808242400418,150001,w21z64ny5k7f
1,JLN KUKOH,17,1969,CT,0,0,0,0,0,0,0,1 JLN KUKOH,1.2882310152805,103.839934168065,161001,w21z6ftbmzdv
1,KG KAYU RD,10,1963,KWN,0,0,106,1,0,0,0,1 KG KAYU RD,1.30355769675629,103.883796413118,431001,w21z7vmcgbub
1,LOR 7 TOA PAYOH,11,1968,TP,0,0,194,0,2,0,0,1 LOR 7 TOA PAYOH,1.33943033543358,103.853442790992,310001,w21ze5zf8xgt
1,LOR LEW LIAN,14,1977,SGN,0,0,174,0,3,0,0,1 LOR LEW LIAN,1.35086712646948,103.875343939672,531001,w21zetztqgyk
1,MARINE TER,25,1974,MP,0,0,0,0,96,0,0,1 MARINE TER,1.30482902187779,103.918614976369,440001,w21zktx1pjz8
1,MARSILING DR,11,1973,WL,0,0,158,0,1,0,0,1 MARSILING DR,1.44067109860246,103.775739945213,730001,w23b1qr0w081
1,MAUDE RD,14,1970,KWN,0,0,0,0,0,0,0,1 MAUDE RD,1.30758230206089,103.858967398343,200001,w21z7q5c1r50
1,PINE CL,19,1998,GL,0,0,0,100,56,0,0,1 PINE CL,1.30787056219408,103.883192164927,390001,w21z7yj6vudr
1,QUEEN'S RD,23,1974,BT,0,0,0,0,88,0,0,1 QUEEN'S RD,1.31726629524359,103.806782877524,260001,w21z6pvc9k5r
1,ST. GEORGE'S RD,12,1975,KWN,0,0,0,154,0,0,0,1 ST. GEORGE'S RD,1.32340263694069,103.86163080083,320001,w21ze2vtrkjh
1,TECK WHYE AVE,13,1983,CCK,0,0,68,48,0,2,0,1 TECK WHYE AVE,1.38253882861956,103.751710905678,680001,w21zbgtty5fv
1,TELOK BLANGAH CRES,16,1973,BM,0,0,146,0,2,0,0,1 TELOK BLANGAH CRES,1.27945660077329,103.817897561986,090001,w21z62vvk7gp
1,TG PAGAR PLAZA,24,1976,CT,0,0,158,0,5,0,0,1 TG PAGAR PLAZA,1.2755961982077,103.842393171342,082001,w21z6bpwzhk7
1,THOMSON RD,4,1977,KWN,0,0,0,0,0,0,0,1 THOMSON RD,1.32559594839311,103.842571612968,300001,w21zdcrf5kcx
1,TOH YI DR,13,1987,BT,0,0,0,72,60,0,0,1 TOH YI DR,1.33958155877064,103.774586318946,591501,w21z97y7eh5g
1A,CANTONMENT RD,50,2009,CT,0,0,0,176,88,0,0,1A CANTONMENT RD,1.27784271048219,103.840965923691,085101,w21z6bwevzhh
1A,EUNOS CRES,2,1981,GL,0,0,0,0,0,0,0,1A EUNOS CRES,1.32129030482793,103.902727807563,401001,w21zs2e9j435
1B,CANTONMENT RD,50,2009,CT,0,0,0,176,88,0,0,1B CANTONMENT RD,1.27779940676005,103.841403430465,085201,w21z6bx58p46
1C,CANTONMENT RD,50,2009,CT,0,0,0,176,88,0,0,1C CANTONMENT RD,1.27744909387079,103.841666679651,085301,w21z6bx1wjy8
1D,CANTONMENT RD,50,2009,CT,0,0,0,176,88,0,0,1D CANTONMENT RD,1.27692024304713,103.841485788369,085401,w21z6brn9gpv
1E,CANTONMENT RD,50,2009,CT,0,0,0,176,88,0,0,1E CANTONMENT RD,1.27662168427368,103.841156142262,085501,w21z6bquf7d0
1F,CANTONMENT RD,50,2009,CT,0,0,0,176,88,0,0,1F CANTONMENT RD,1.27598699469414,103.841191762017,085601,w21z6bqc5jhw
1G,CANTONMENT RD,50,2009,CT,0,0,0,176,88,0,0,1G CANTONMENT RD,1.27553229128302,103.841274606704,085701,w21z6bnyt06q
10,CHAI CHEE RD,15,1999,BD,0,0,0,56,28,0,0,10 CHAI CHEE RD,1.32727572366021,103.924803599281,467010,w21zsceezqnh
10,DAKOTA CRES,7,1958,GL,0,0,0,0,0,0,0,10 DAKOTA CRES,1.30634114614887,103.884458183612,390010,w21z7vy3grdk
10,EUNOS CRES,16,1977,GL,0,0,0,180,0,0,0,10 EUNOS CRES,1.32228655863065,103.902720513959,400010,w21zs2ewuu5f
10,GLOUCESTER RD,14,1976,KWN,0,0,180,26,1,0,0,10 GLOUCESTER RD,1.31391658721965,103.852209769739,210010,w21z7pny5gu1
10,HAIG RD,13,1976,GL,0,0,132,0,0,0,0,10 HAIG RD,1.31483950176268,103.895865169739,430010,w21zkpqempu5
10,HOLLAND AVE,14,1973,QT,0,0,0,101,0,0,0,10 HOLLAND AVE,1.30814997104791,103.794275184926,271010,w21z3yhstbv4
10,JLN RUMAH TINGGI,4,1986,BM,0,0,20,8,0,0,0,10 JLN RUMAH TINGGI,1.28820018880462,103.808369387433,150010,w21z64wbq3fm
10,JLN KUKOH,12,1970,CT,0,72,16,4,0,0,0,10 JLN KUKOH,1.2869738344398,103.839075823483,162010,w21z6fm31v6c
10,JLN BT HO SWEE,10,1962,BM,0,50,0,0,0,0,0,10 JLN BT HO SWEE,1.28745837020188,103.832675765986,161010,w21z6f2euxws
10,JLN BATU,12,1966,KWN,0,0,0,8,96,28,0,10 JLN BATU,1.30204488252463,103.882887148325,431010,w21z7vj0ywyb
10,JOO SENG RD,20,1982,TP,0,0,0,0,76,0,0,10 JOO SENG RD,1.33461833377097,103.88016502252,360010,w21zefgnxqch
10,LOR 7 TOA PAYOH,25,1997,TP,0,0,0,68,28,0,0,10 LOR 7 TOA PAYOH,1.33716527577081,103.857228807914,310010,w21ze76t8cdt
10,MARSILING DR,22,1975,WL,0,0,0,0,84,0,0,10 MARSILING DR,1.44080567418718,103.777318569996,730010,w23b1w236c9k
10,NTH BRIDGE RD,16,1973,KWN,0,0,0,0,0,0,0,10 NTH BRIDGE RD,1.3055523404779,103.863562821016,190010,w21z7mxjkkte
10,PINE CL,13,1981,GL,0,0,72,48,0,0,0,10 PINE CL,1.30915239429834,103.882242524292,391010,w21z7ykdrewq
10,SELEGIE RD,10,1963,CT,0,0,48,0,0,0,0,10 SELEGIE RD,1.30370879401395,103.850537238747,180010,w21z7jmdsuvj
10,ST. GEORGE'S RD,4,1984,KWN,0,0,0,12,0,0,0,10 ST. GEORGE'S RD,1.32374648815059,103.863412150847,320010,w21ze2zp2ujr
10,TECK WHYE AVE,12,1977,CCK,0,0,130,22,0,1,0,10 TECK WHYE AVE,1.38047054647235,103.755211077169,680010,w21zc521zdkg
10,TELOK BLANGAH CRES,10,1974,BM,0,0,65,0,1,0,0,10 TELOK BLANGAH CRES,1.27773153190559,103.819769431353,090010,w21z62x5rfqv
10,TOH YI DR,7,1988,BT,0,0,0,0,0,36,0,10 TOH YI DR,1.33753956576433,103.773161066389,590010,w21z97mr9zmq
10A,BENDEMEER RD,40,2016,KWN,0,0,71,149,0,0,0,10A BENDEMEER RD,1.31499138887312,103.86050538635,331010,w21z7rkumhjv
10A,BOON TIONG RD,40,2014,BM,0,0,76,152,0,0,0,10A BOON TIONG RD,1.28635847107695,103.82962615571,160010,w21z6dnmtdse
10B,BENDEMEER RD,40,2016,KWN,0,0,70,114,0,0,0,10B BENDEMEER RD,1.31547715332072,103.860312930116,332010,w21z7rkz0wwq
10B,BEDOK STH AVE 2,20,1994,BD,0,0,0,0,0,56,0,10B BEDOK STH AVE 2,1.32235386630343,103.936183263112,461010,w21zt0sp28ek
10B,BOON TIONG RD,30,2014,BM,0,48,28,84,0,0,0,10B BOON TIONG RD,1.28633684743341,103.829204757258,164010,w21z6dnj7yd6
10B,LOR 7 TOA PAYOH,25,1997,TP,0,0,0,68,28,0,0,10B LOR 7 TOA PAYOH,1.33716136352623,103.858353639387,312010,w21ze77me0cq
10C,BEDOK STH AVE 2,2,1994,BD,0,0,0,0,0,2,0,10C BEDOK STH AVE 2,1.32209423564282,103.936223586082,462010,w21zt0sjc81r
10C,BENDEMEER RD,40,2016,KWN,0,0,71,149,0,0,0,10C BENDEMEER RD,1.31584236197018,103.860644539729,333010,w21z7rt126v9
10D,BEDOK STH AVE 2,23,1994,BD,0,0,0,0,0,84,0,10D BEDOK STH AVE 2,1.3217708591015,103.936326570445,463010,w21zt0s5ggyq
10E,BEDOK STH AVE 2,21,1992,BD,0,0,0,0,0,81,0,10E BEDOK STH AVE 2,1.3216200934601,103.937040959341,464010,w21zt0sduxff
10F,BEDOK STH AVE 2,24,1992,BD,0,0,0,0,0,67,0,10F BEDOK STH AVE 2,1.32221773472774,103.937001345916,465010,w21zt0sw7xm2
100,ALJUNIED CRES,12,1977,GL,0,0,0,0,0,0,0,100 ALJUNIED CRES,1.32095901223871,103.884129395369,380100,w21zebqp5st5
100,BEDOK NTH AVE 4,14,1978,BD,0,0,178,26,1,1,0,100 BEDOK NTH AVE 4,1.33413899974038,103.938389713003,460100,w21zt4veuj89
100,C'WEALTH CRES,10,1964,QT,0,9,61,5,0,0,0,100 C'WEALTH CRES,1.30770527644458,103.801272476263,140100,w21z6n1cbvyt
100,LOR 1 TOA PAYOH,16,1968,TP,0,0,192,0,0,0,0,100 LOR 1 TOA PAYOH,1.33956400517882,103.848585713817,310100,w21ze5u5x2vf
100,WHAMPOA DR,25,1973,KWN,0,0,0,96,0,0,0,100 WHAMPOA DR,1.32077947735201,103.854348739922,320100,w21ze22qjeph
101,AH HOOD RD,25,1981,KWN,0,0,0,0,96,0,0,101 AH HOOD RD,1.32739678972464,103.84448102202,320101,w21ze19hxu9q
101,ALJUNIED CRES,12,1977,GL,0,0,126,22,1,1,0,101 ALJUNIED CRES,1.32092275330579,103.883351967045,380101,w21zebmwctce
101,ANG MO KIO AVE 3,12,1977,AMK,0,0,0,12,76,0,0,101 ANG MO KIO AVE 3,1.37026158388486,103.839467898898,560101,w21zfcmw6gr0
101,BEDOK RESERVOIR RD,12,1985,BD,0,0,0,16,94,0,0,101 BEDOK RESERVOIR RD,1.32844913301985,103.909937396599,470101,w21zs9bfv0c5
101,BEDOK NTH AVE 4,13,1977,BD,0,35,0,0,0,0,0,101 BEDOK NTH AVE 4,1.334484667124,103.937924710969,460101,w21zt4vmcjvz
101,BISHAN ST 12,25,1986,BH,0,0,0,0,84,8,0,101 BISHAN ST 12,1.34485915828152,103.848400765185,570101,w21zehu475uj
101,BT BATOK WEST AVE 6,13,1984,BB,0,0,2,46,48,0,0,101 BT BATOK WEST AVE 6,1.34670636093149,103.746920663038,650101,w21z8v4jnkqb
101,BT PURMEI RD,11,1982,BM,0,0,89,50,0,0,0,101 BT PURMEI RD,1.27146256556443,103.825683545567,090101,w21z4x7wccbc
101,C'WEALTH CRES,10,1964,QT,0,10,62,4,0,0,0,101 C'WEALTH CRES,1.30805159231327,103.800842814413,140101,w21z6n17yyqr
101,CLEMENTI ST 14,15,1984,CL,0,0,0,18,94,0,0,101 CLEMENTI ST 14,1.32208936757694,103.76893341249,120101,w21z92djxrkf
101,GANGSA RD,13,1986,BP,0,0,0,0,0,60,0,101 GANGSA RD,1.37916431633637,103.767439286222,670101,w21zc714hwfg
101,HENDERSON CRES,12,1967,BM,0,0,0,96,0,0,0,101 HENDERSON CRES,1.29071799751539,103.821625207737,150101,w21z6dbwgpq8
101,HOUGANG AVE 1,9,1983,HG,0,0,0,108,0,0,0,101 HOUGANG AVE 1,1.35493747800562,103.891360573947,530101,w21zsnemh4th
101,JLN RAJAH,17,1980,KWN,0,0,0,128,0,0,0,101 JLN RAJAH,1.32871478392959,103.850545321033,321101,w21ze1vsm47h
101,JURONG EAST ST 13,16,1982,JE,0,0,196,40,2,0,0,101 JURONG EAST ST 13,1.33701100762294,103.738787314099,600101,w21z8ekk8uym
101,LENGKONG TIGA,4,1988,BD,0,0,0,0,0,10,0,101 LENGKONG TIGA,1.32515983382087,103.910888819332,410101,w21zs91xe5ww
101,PASIR RIS ST 12,13,1988,PRC,0,0,0,0,0,96,0,101 PASIR RIS ST 12,1.36705021516612,103.958181857039,510101,w21zv8u59hwu
101,POTONG PASIR AVE 1,16,1984,TP,0,0,120,0,0,0,0,101 POTONG PASIR AVE 1,1.33315710123237,103.868380398922,350101,w21zeddwhwmz
101,RIVERVALE WALK,17,1998,SK,0,0,0,56,75,0,0,101 RIVERVALE WALK,1.38276428893595,103.899272035914,540101,w21zu79phtbq
101,SERANGOON NTH AVE 1,13,1984,SGN,0,0,0,144,0,0,0,101 SERANGOON NTH AVE 1,1.37103631988089,103.870360910842,550101,w21zg9s4fgdw
101,SIMEI ST 1,11,1988,TAP,0,0,0,88,52,0,0,101 SIMEI ST 1,1.34084991073361,103.951433717517,520101,w21ztkp55bwc
101,SPOTTISWOODE PK RD,20,1973,BM,0,0,0,76,0,0,0,101 SPOTTISWOODE PK RD,1.27524141291212,103.836045808088,080101,w21z6b5hg4px
101,TAMPINES ST 11,11,1981,TAP,0,0,80,40,0,0,0,101 TAMPINES ST 11,1.34739870794535,103.945292359327,521101,w21ztm69hv7d
101,TECK WHYE LANE,13,1988,CCK,0,0,0,0,0,66,0,101 TECK WHYE LANE,1.37788964623982,103.754239909547,680101,w21zbfzdc10x
101,TOWNER RD,4,1982,KWN,0,0,44,0,0,0,0,101 TOWNER RD,1.31942539040726,103.861087462608,322101,w21ze2jq4wxz
101,WHAMPOA DR,25,1973,KWN,0,0,0,96,0,0,0,101 WHAMPOA DR,1.32041710187602,103.853813946402,323101,w21ze225cr86
101,WOODLANDS ST 13,10,1984,WL,0,0,89,55,2,0,0,101 WOODLANDS ST 13,1.43598268540185,103.781932747463,730101,w23b1t7tnq9f
101,YISHUN AVE 5,4,1977,YS,0,0,94,12,1,0,0,101 YISHUN AVE 5,1.4305357538408,103.827667722074,760101,w23b4smj2p0q
101A,BIDADARI PK DR,16,2020,TP,0,86,91,118,0,0,0,101A BIDADARI PK DR,1.33685462167621,103.870996313693,341101,w21zeeke9xu8
101A,CANBERRA ST,15,2019,SB,0,0,0,84,80,0,0,101A CANBERRA ST,1.45173892803325,103.83045410628,751101,w23b68r0bzy0
101A,LOR 2 TOA PAYOH,17,1992,TP,0,0,0,0,0,64,0,101A LOR 2 TOA PAYOH,1.33974126719163,103.847264187382,310101,w21ze5gk89ue
101A,PUNGGOL FIELD,16,2001,PG,0,0,0,26,56,0,0,101A PUNGGOL FIELD,1.3979461677694,103.905945136259,821101,w21zuqqp8h01
101B,CANBERRA ST,16,2019,SB,0,150,30,60,0,0,0,101B CANBERRA ST,1.45166310353079,103.831174909166,752101,w23b68r899xe
101B,LOR 2 TOA PAYOH,13,1992,TP,0,0,0,0,0,48,0,101B LOR 2 TOA PAYOH,1.33959884500115,103.847605414427,311101,w21ze5ge8x6f
101B,PUNGGOL FIELD,17,2001,PG,0,0,0,0,92,0,0,101B PUNGGOL FIELD,1.39784715104396,103.906436071245,822101,w21zuqqr53w7
101C,PUNGGOL FIELD,17,2001,PG,0,0,0,0,86,0,0,101C PUNGGOL FIELD,1.39809045787162,103.906569305679,823101,w21zuqw2qwcw
101D,PUNGGOL FIELD,17,2001,PG,0,0,0,28,57,0,0,101D PUNGGOL FIELD,1.39848478483582,103.90614388692,824101,w21zuqw4u8kq
102,ALJUNIED CRES,12,1977,GL,0,0,124,22,3,1,0,102 ALJUNIED CRES,1.3204390302197,103.882420433245,380102,w21zebku5gdv
102,ANG MO KIO AVE 3,12,1977,AMK,0,0,0,66,22,0,0,102 ANG MO KIO AVE 3,1.37065009249377,103.839410348811,560102,w21zfct89esq
102,BEDOK RESERVOIR RD,4,1985,BD,0,0,16,8,0,0,0,102 BEDOK RESERVOIR RD,1.32849187727623,103.90926515578,470102,w21zs9b7j2gf
102,BEDOK NTH AVE 4,14,1976,BD,0,0,116,26,2,5,0,102 BEDOK NTH AVE 4,1.33390654765002,103.937458398204,460102,w21zt4ufw64n
102,BISHAN ST 12,25,1986,BH,0,0,0,0,84,8,0,102 BISHAN ST 12,1.3451431233477,103.847990805259,570102,w21zehgu18f7
102,BT PURMEI RD,10,1983,BM,0,0,93,54,0,0,0,102 BT PURMEI RD,1.27190842334423,103.826671653892,090102,w21z4xs32uct
102,BT BATOK WEST AVE 6,13,1984,BB,0,0,2,46,48,0,0,102 BT BATOK WEST AVE 6,1.34745833930547,103.747473341114,650102,w21z8v69e27n
102,C'WEALTH CRES,10,1964,QT,0,10,80,5,0,0,0,102 C'WEALTH CRES,1.30782464878023,103.800629787177,140102,w21z6n169upm
102,CLEMENTI ST 14,4,1984,CL,0,0,0,0,0,8,0,102 CLEMENTI ST 14,1.32228557225905,103.769201884359,120102,w21z92dqvevh
102,GANGSA RD,10,1986,BP,0,0,54,36,0,0,0,102 GANGSA RD,1.37910762831305,103.768153816778,670102,w21zc719vhr9
102,HENDERSON CRES,14,1967,BM,0,0,0,140,0,0,0,102 HENDERSON CRES,1.290366187147,103.82157708445,150102,w21z6dbsfjdy
102,HOUGANG AVE 1,13,1983,HG,0,0,19,71,0,0,0,102 HOUGANG AVE 1,1.35496446293882,103.890855054687,530102,w21zsnej0rsm
102,JLN RAJAH,12,1980,KWN,0,0,0,198,0,0,0,102 JLN RAJAH,1.32822306444761,103.851519753845,321102,w21ze1y37y9x
102,JLN DUSUN,25,1981,KWN,0,0,0,0,96,0,0,102 JLN DUSUN,1.3278687431847,103.844209602863,320102,w21ze19p3kwv
102,JURONG EAST ST 13,12,1981,JE,0,0,172,22,2,0,0,102 JURONG EAST ST 13,1.33609657873553,103.738219191663,600102,w21z8e5z7dqw
102,LENGKONG TIGA,14,1988,BD,0,0,0,22,51,0,0,102 LENGKONG TIGA,1.32557930714658,103.91065754789,410102,w21zs936jcfh
102,PASIR RIS ST 12,13,1988,PRC,0,0,0,54,42,0,0,102 PASIR RIS ST 12,1.36748427336516,103.958041055125,510102,w21zv8gyjvtc
102,POTONG PASIR AVE 1,16,1983,TP,0,0,144,20,0,3,0,102 POTONG PASIR AVE 1,1.3336901273759,103.868810587506,350102,w21zedfcq9ye
102,RIVERVALE WALK,17,1998,SK,0,0,0,0,0,129,0,102 RIVERVALE WALK,1.38180761026047,103.900893229708,540102,w21zu7d3d797
102,SERANGOON NTH AVE 1,4,1984,SGN,0,0,16,8,0,0,0,102 SERANGOON NTH AVE 1,1.37084327297737,103.871153606719,550102,w21zg9s9tr9y
102,SIMEI ST 1,11,1988,TAP,0,0,0,64,36,0,0,102 SIMEI ST 1,1.34134724976252,103.951355074928,520102,w21ztkpjfjk2
102,SPOTTISWOODE PK RD,20,1973,BM,0,0,0,76,0,0,0,102 SPOTTISWOODE PK RD,1.27472973036659,103.836235490003,080102,w21z6b51zdug
102,TAMPINES ST 11,11,1982,TAP,0,0,90,50,0,0,0,102 TAMPINES ST 11,1.34671616267656,103.945521388285,521102,w21ztm4v4nn6
102,TECK WHYE LANE,9,1988,CCK,0,0,0,36,28,0,0,102 TECK WHYE LANE,1.377082841385,103.754394432037,680102,w21zbfxwhdgg
102,TOWNER RD,4,1983,KWN,0,0,36,0,0,0,0,102 TOWNER RD,1.32058609456907,103.862002015145,322102,w21ze2qhbp1f
102,WOODLANDS ST 13,12,1984,WL,0,0,65,45,0,0,0,102 WOODLANDS ST 13,1.43608294925148,103.781199565987,730102,w23b1t7jv1r0
102A,BIDADARI PK DR,16,2020,TP,0,66,0,139,0,0,0,102A BIDADARI PK DR,1.33735590005967,103.871390657454,341102,w21zeekydv4w
102A,CANBERRA ST,17,2019,SB,0,0,0,94,96,0,0,102A CANBERRA ST,1.45119390519494,103.832227554636,751102,w23b6b0mf60k
102A,DEPOT RD,21,2016,BM,0,114,0,0,0,0,0,102A DEPOT RD,1.28029134553105,103.81333235886,101102,w21z634d1zx5
102A,PUNGGOL FIELD,17,2001,PG,0,0,0,28,57,0,0,102A PUNGGOL FIELD,1.39883318313425,103.905783553043,821102,w21zuqtuu1rs
102B,BIDADARI PK DR,16,2020,TP,0,0,52,148,0,0,0,102B BIDADARI PK DR,1.33622045424375,103.871847066518,342102,w21zeem0j3wc
102B,CANBERRA ST,16,2019,SB,0,180,30,0,0,0,0,102B CANBERRA ST,1.45123970424367,103.83143636512,752102,w23b68pwpfdq
102B,PUNGGOL FIELD,17,2001,PG,0,0,0,0,86,0,0,102B PUNGGOL FIELD,1.39908525778671,103.905471407838,822102,w21zuqtwkbqu
102C,PUNGGOL FIELD,17,2000,PG,0,0,0,0,92,0,0,102C PUNGGOL FIELD,1.39876127750607,103.90493897318,823102,w21zuqtk2s1b
102D,PUNGGOL FIELD,16,2001,PG,0,0,0,26,56,0,0,102D PUNGGOL FIELD,1.39848070795436,103.905249752459,824102,w21zuqt6xz9w
103,AH HOOD RD,25,1981,KWN,0,0,0,0,96,0,0,103 AH HOOD RD,1.32796267483785,103.844826964123,320103,w21ze19rzy5j
103,ALJUNIED CRES,12,1977,GL,0,0,0,0,0,0,0,103 ALJUNIED CRES,1.32051692193259,103.883270319267,380103,w21zebmkxdhw
103,ANG MO KIO AVE 3,12,1977,AMK,0,0,97,33,1,0,0,103 ANG MO KIO AVE 3,1.37101657804604,103.839304839187,560103,w21zfct6z0j8
103,BEDOK NTH AVE 4,14,1976,BD,0,0,126,26,0,2,0,103 BEDOK NTH AVE 4,1.33348258777759,103.937542520091,460103,w21zt4v0070v
103,BEDOK RESERVOIR RD,12,1985,BD,0,0,88,66,0,0,0,103 BEDOK RESERVOIR RD,1.32877022232019,103.909381354431,470103,w21zs9bs8hdr
103,BISHAN ST 12,25,1986,BH,0,0,0,0,84,8,0,103 BISHAN ST 12,1.34551249132105,103.848314162387,570103,w21zehun1jeq
103,BT BATOK CTRL,13,1984,BB,0,0,4,44,48,0,0,103 BT BATOK CTRL,1.34822368204242,103.748034526478,650103,w21z8v7jbrje
103,BT PURMEI RD,11,1982,BM,0,0,68,50,1,0,0,103 BT PURMEI RD,1.27208558524996,103.825495615402,090103,w21z4xe6mmuw
103,C'WEALTH CRES,10,1964,QT,0,0,0,0,0,0,0,103 C'WEALTH CRES,1.30834597039185,103.800214004392,140103,w21z6n1j8m37
103,CLEMENTI ST 14,14,1984,CL,0,0,0,18,86,0,0,103 CLEMENTI ST 14,1.32258854750628,103.769176205799,120103,w21z92f2th3g
103,GANGSA RD,4,1986,BP,0,0,19,7,0,0,0,103 GANGSA RD,1.37867070821171,103.768538440957,670103,w21zc6czq4y7
103,HENDERSON CRES,14,1967,BM,0,0,0,140,0,0,0,103 HENDERSON CRES,1.28974209684545,103.821375681569,150103,w21z6db3m3ke
103,HOUGANG AVE 1,13,1983,HG,0,0,0,30,51,0,0,103 HOUGANG AVE 1,1.35528223434405,103.89036014824,530103,w21zsndxhfgj
103,JLN RAJAH,25,1983,KWN,0,0,0,48,96,0,0,103 JLN RAJAH,1.32734143333539,103.852780650365,321103,w21ze1xk34mu
103,JURONG EAST ST 13,25,1982,JE,0,0,0,0,96,0,0,103 JURONG EAST ST 13,1.33668715015786,103.738059200285,600103,w21z8e7dzbx3
103,LENGKONG TIGA,14,1988,BD,0,0,0,22,51,0,0,103 LENGKONG TIGA,1.32585546338587,103.910598910975,410103,w21zs937smq7
103,LOR 1 TOA PAYOH,10,1967,TP,0,0,0,0,0,0,0,103 LOR 1 TOA PAYOH,1.34010929042644,103.848184574089,310103,w21ze5gywn6z
103,PASIR RIS ST 12,13,1988,PRC,0,0,0,54,42,0,0,103 PASIR RIS ST 12,1.36769508123853,103.958404209993,510103,w21zv8upqkud
103,POTONG PASIR AVE 1,4,1983,TP,0,0,62,0,0,1,0,103 POTONG PASIR AVE 1,1.33411338676706,103.86952371664,350103,w21zedg7z2f2
103,RIVERVALE WALK,17,1998,SK,0,0,0,0,0,123,0,103 RIVERVALE WALK,1.38291146712108,103.901208583313,540103,w21zu7f819kk
103,SERANGOON NTH AVE 1,13,1984,SGN,0,0,0,144,0,0,0,103 SERANGOON NTH AVE 1,1.37067353047523,103.870263924296,550103,w21zg9s0b846
103,SPOTTISWOODE PK RD,25,1976,BM,0,0,0,0,92,2,0,103 SPOTTISWOODE PK RD,1.27466096925721,103.835279824837,080103,w21z6b493qh2
103,TAMPINES ST 11,10,1982,TAP,0,0,72,54,0,0,0,103 TAMPINES ST 11,1.34769662535556,103.946229920882,520103,w21ztm76fsye
103,TECK WHYE LANE,9,1988,CCK,0,0,0,52,28,0,0,103 TECK WHYE LANE,1.37713078246274,103.753555993761,680103,w21zbfxn35f9
103,TOWNER RD,11,1982,KWN,0,0,0,40,40,0,0,103 TOWNER RD,1.32064381512285,103.861634081148,322103,w21ze2mtr3ze
103,WOODLANDS ST 13,4,1984,WL,0,0,24,8,0,0,0,103 WOODLANDS ST 13,1.4366212320968,103.78097673981,730103,w23b1te0bj95
103,YISHUN RING RD,4,1984,YS,0,0,60,4,0,0,0,103 YISHUN RING RD,1.43136934951878,103.828892847163,760103,w23b4stfkd9f
103A,BIDADARI PK DR,17,2020,TP,0,0,56,60,0,0,0,103A BIDADARI PK DR,1.33560960429896,103.871727597314,341103,w21zeejh6xtv
103A,CANBERRA ST,15,2019,SB,0,140,28,56,0,0,0,103A CANBERRA ST,1.45103006132424,103.830534008712,751103,w23b68phfg9e
103A,DEPOT RD,25,1999,BM,0,0,0,96,0,0,0,103A DEPOT RD,1.28070197642689,103.813353428682,101103,w21z634sdknu
103A,EDGEFIELD PLAINS,17,2000,PG,0,0,0,0,96,0,0,103A EDGEFIELD PLAINS,1.39825531783982,103.904753996381,821103,w21zuqt1km8j
103B,BIDADARI PK DR,16,2020,TP,0,0,76,76,0,0,0,103B BIDADARI PK DR,1.33508945420373,103.871337279805,342103,w21zeehc3wdw
103B,CANBERRA ST,15,2019,SB,0,140,28,56,0,0,0,103B CANBERRA ST,1.45056599465441,103.831238741555,752103,w23b68pd5jp5
103B,DEPOT RD,20,1999,BM,0,0,0,38,38,0,0,103B DEPOT RD,1.28073692384594,103.813135678562,102103,w21z634kv6sm
