blk_no,street,max_floor_lvl,year_completed,bldg_contract_town,flat_type_1 ROOM,flat_type_2 ROOM,flat_type_3 ROOM,flat_type_4 ROOM,flat_type_5 ROOM,flat_type_EXECUTIVE,flat_type_MULTI-GENERATION,address,latitude,longitude,postal_code,geohash
131C,TENGAH GDN AVE,15,2023,TG,0,46,26,39,0,0,0,131C TENGAH GDN AVE,1.35598369255245,103.732498503909,693131,w21z8qzenmtj
131D,TENGAH GDN AVE,15,2023,TG,0,0,39,48,0,0,0,131D TENGAH GDN AVE,1.35555358374354,103.732162522277,694131,w21z8qz2wtd8
132,ANG MO KIO AVE 3,11,1978,AMK,0,0,0,16,84,0,0,132 ANG MO KIO AVE 3,1.37144743640862,103.841783557978,560132,w21zfcxm2bmf
132,BEDOK NTH ST 2,16,1977,BD,0,0,0,150,0,0,0,132 BEDOK NTH ST 2,1.32775288998395,103.936709340476,460132,w21zt1sqsz5d
132,BEDOK RESERVOIR RD,12,1986,BD,0,0,0,88,0,0,0,132 BEDOK RESERVOIR RD,1.3327954519622,103.911813210599,470132,w21zsddk0epf
132,BISHAN ST 12,4,1986,BH,0,0,21,7,0,0,0,132 BISHAN ST 12,1.34566334804942,103.851578599165,570132,w21zehyrj1vd
132,BT BATOK WEST AVE 6,4,1984,BB,0,0,12,8,0,0,0,132 BT BATOK WEST AVE 6,1.3506524380389,103.745625196086,650132,w21z8vck07c5
132,CASHEW RD,12,1987,BP,0,0,66,44,0,0,0,132 CASHEW RD,1.37427380230521,103.770688640795,670132,w21zc65t8r1w
132,CHOA CHU KANG AVE 1,15,1991,CCK,0,0,0,36,42,0,0,132 CHOA CHU KANG AVE 1,1.38106199176972,103.750795989119,680132,w21zbgmj2b8e
132,CLARENCE LANE,11,1994,QT,0,0,0,0,50,0,0,132 CLARENCE LANE,1.29225523437497,103.814879807351,140132,w21z675xyjc4
132,EDGEDALE PLAINS,18,2001,PG,0,0,0,28,123,0,0,132 EDGEDALE PLAINS,1.3930694988303,103.910698497279,820132,w21zut97nybx
132,GEYLANG EAST AVE 1,19,1986,GL,0,0,0,0,0,93,0,132 GEYLANG EAST AVE 1,1.3163505230505,103.885938847008,380132,w21z7zxkmcd2
132,JLN BT MERAH,10,1975,BM,0,0,127,0,1,0,0,132 JLN BT MERAH,1.27873808127932,103.828304288385,160132,w21z68v3ny51
132,LOR AH SOO,13,1983,HG,0,0,0,0,0,84,0,132 LOR AH SOO,1.35085299679097,103.88632991316,530132,w21zevztqcq0
132,MARSILING RISE,4,1984,WL,0,0,16,4,0,0,0,132 MARSILING RISE,1.43828189832914,103.778025758394,730132,w23b1tbfe70t
132,PASIR RIS ST 11,7,1993,PRC,0,0,0,0,0,30,0,132 PASIR RIS ST 11,1.36623282835828,103.956086878047,510132,w21zv8dwbkk8
132,POTONG PASIR AVE 1,4,1983,TP,0,0,0,0,0,8,0,132 POTONG PASIR AVE 1,1.33417548310927,103.865610687284,350132,w21zedbshhkd
132,RIVERVALE ST,16,1998,SK,0,0,0,59,60,0,0,132 RIVERVALE ST,1.39002903680073,103.903517302026,540132,w21zumh1x2jy
132,SIMEI ST 1,4,1987,TAP,0,0,38,22,0,0,0,132 SIMEI ST 1,1.34673898258804,103.955937163216,520132,w21ztt4mkfkf
132,YISHUN ST 11,12,1984,YS,0,0,66,66,0,0,0,132 YISHUN ST 11,1.43277846415077,103.831223954136,760132,w23b4szddck0
132A,CANBERRA CRES,12,2019,SB,0,44,36,44,0,0,0,132A CANBERRA CRES,1.44345437411826,103.831294578169,751132,w23b4wz8sx2s
132A,TENGAH GDN AVE,14,2023,TG,0,84,0,48,0,0,0,132A TENGAH GDN AVE,1.35696298275882,103.732500565484,691132,w21z8rp8yknx
132B,CANBERRA VIEW,12,2019,SB,0,44,22,44,0,0,0,132B CANBERRA VIEW,1.44312045724646,103.831654222251,752132,w23b4wxyuchu
132B,TENGAH GDN AVE,14,2023,TG,0,0,0,36,81,0,0,132B TENGAH GDN AVE,1.35749918060892,103.732352436122,692132,w21z8rps500n
132C,CANBERRA VIEW,12,2019,SB,0,41,10,44,0,0,0,132C CANBERRA VIEW,1.44267376186975,103.8309577035,753132,w23b4wxkhtvs
132C,TENGAH GDN AVE,14,2023,TG,0,84,0,48,0,0,0,132C TENGAH GDN AVE,1.35649829614299,103.732107963046,693132,w21z8qzqjm9g
133,ANG MO KIO AVE 3,4,1978,AMK,0,0,17,4,1,0,0,133 ANG MO KIO AVE 3,1.37113968605234,103.842644163241,560133,w21zfcxgkyzw
133,BEDOK RESERVOIR RD,10,1986,BD,0,0,0,90,0,0,0,133 BEDOK RESERVOIR RD,1.33235744118922,103.911767964622,470133,w21zsdd1x9qj
133,BEDOK NTH AVE 3,16,1977,BD,0,0,0,150,0,0,0,133 BEDOK NTH AVE 3,1.32756257230307,103.93573462699,460133,w21zt1etw5sg
133,BISHAN ST 12,4,1986,BH,0,0,21,7,0,0,0,133 BISHAN ST 12,1.34546754173017,103.851722442218,570133,w21zehytbt2f
133,BT BATOK WEST AVE 6,4,1983,BB,0,0,8,8,0,0,0,133 BT BATOK WEST AVE 6,1.3515931010255,103.744955936049,650133,w21z8y0c8ejy
133,CASHEW RD,13,1988,BP,0,0,0,0,0,60,0,133 CASHEW RD,1.37425443630172,103.769865588466,670133,w21zc64vt5eg
133,CLARENCE LANE,11,1994,QT,0,0,0,0,40,0,0,133 CLARENCE LANE,1.29231647710431,103.814605959416,140133,w21z6772r9kb
133,EDGEDALE PLAINS,18,2001,PG,0,0,0,68,103,0,0,133 EDGEDALE PLAINS,1.39283155421467,103.910620119955,820133,w21zut93ufw5
133,GEYLANG EAST AVE 1,19,1986,GL,0,0,0,0,0,94,0,133 GEYLANG EAST AVE 1,1.31643989960204,103.885457592727,380133,w21z7zxhfd5t
133,JLN BT MERAH,10,1974,BM,0,0,112,0,0,0,0,133 JLN BT MERAH,1.27955093259631,103.82740093837,160133,w21z68uvcv96
133,LOR AH SOO,10,1984,HG,0,0,0,130,8,0,0,133 LOR AH SOO,1.35076271020557,103.887548072787,530133,w21zsjbsg26m
133,MARSILING RISE,4,1984,WL,0,0,0,0,4,16,0,133 MARSILING RISE,1.43753389486161,103.778070969184,730133,w23b1t8yhrdr
133,PASIR RIS ST 11,7,1993,PRC,0,0,0,0,0,24,0,133 PASIR RIS ST 11,1.36572659703752,103.956188045596,510133,w21zv8defvbh
133,POTONG PASIR AVE 1,4,1983,TP,0,0,0,0,0,12,0,133 POTONG PASIR AVE 1,1.33431718995826,103.865879504187,350133,w21zedbufqv0
133,RIVERVALE ST,17,1997,SK,0,0,0,16,75,0,0,133 RIVERVALE ST,1.38864259962865,103.903635505967,540133,w21zuku36jwp
133,SIMEI ST 1,11,1987,TAP,0,0,0,44,36,0,0,133 SIMEI ST 1,1.34731366588756,103.955678504969,520133,w21ztt60wvkp
133,TECK WHYE LANE,15,1991,CCK,0,0,0,0,0,56,0,133 TECK WHYE LANE,1.38074415084014,103.751221118009,680133,w21zbgm76tme
133,YISHUN ST 11,4,1984,YS,0,0,30,16,1,0,0,133 YISHUN ST 11,1.43255737199893,103.830784110499,760133,w23b4sz328h1
133A,CASHEW RD,4,1988,BP,0,0,0,0,0,16,0,133A CASHEW RD,1.37467345904799,103.770345210824,671133,w21zc672039w
133A,TENGAH GDN AVE,15,2023,TG,0,0,0,36,85,0,0,133A TENGAH GDN AVE,1.35690571720719,103.7317615567,691133,w21z8rp0t1x9
133B,TENGAH GDN AVE,15,2023,TG,0,0,0,36,85,0,0,133B TENGAH GDN AVE,1.35633719746027,103.731265348243,692133,w21z8qyv1xtd
133C,TENGAH GDN AVE,15,2023,TG,0,86,0,52,0,0,0,133C TENGAH GDN AVE,1.35582105836173,103.731487224869,693133,w21z8qyfnz6g
134,ANG MO KIO AVE 3,13,1978,AMK,0,0,0,168,0,0,0,134 ANG MO KIO AVE 3,1.37207665479505,103.841947733195,560134,w21zfcz2uv8k
134,BEDOK RESERVOIR RD,10,1986,BD,0,0,0,90,0,0,0,134 BEDOK RESERVOIR RD,1.33287858460019,103.912838489269,470134,w21zsdeh8ds6
134,BEDOK NTH ST 2,12,1977,BD,0,0,121,33,0,0,0,134 BEDOK NTH ST 2,1.32832133313255,103.93658216345,460134,w21zt1u61chc
134,BISHAN ST 12,13,1986,BH,0,0,0,0,0,60,0,134 BISHAN ST 12,1.34541104764477,103.852079804354,570134,w21zehyv8fg3
134,BT BATOK WEST AVE 6,13,1983,BB,0,0,86,22,2,1,0,134 BT BATOK WEST AVE 6,1.35159086987043,103.74450960649,650134,w21z8y03w6c1
134,EDGEDALE PLAINS,18,2001,PG,0,0,0,68,103,0,0,134 EDGEDALE PLAINS,1.39233540545797,103.91018078305,820134,w21zut3nfwns
134,GEYLANG EAST AVE 1,4,1986,GL,0,0,0,18,6,0,0,134 GEYLANG EAST AVE 1,1.31599388873107,103.886008964798,380134,w21z7zx6prn9
134,JLN BT MERAH,17,1994,BM,0,0,0,80,32,0,0,134 JLN BT MERAH,1.27883101079191,103.82772371417,160134,w21z68v19r6h
134,LOR AH SOO,14,1983,HG,0,0,0,103,0,0,0,134 LOR AH SOO,1.35046468321696,103.886509352895,530134,w21zevzg50gg
134,MARSILING RD,9,1984,WL,0,0,0,0,16,46,0,134 MARSILING RD,1.43663707059525,103.777397588342,730134,w23b1t83h8s1
134,PASIR RIS ST 11,9,1993,PRC,0,0,0,0,0,44,0,134 PASIR RIS ST 11,1.36515238365719,103.956349944243,510134,w21zv8d8wdbg
134,PETIR RD,4,1988,BP,0,0,0,0,0,8,0,134 PETIR RD,1.3743878788765,103.769399954719,670134,w21zc64w6k2z
134,POTONG PASIR AVE 3,14,1984,TP,0,0,46,38,5,0,0,134 POTONG PASIR AVE 3,1.33447489186627,103.866286539376,350134,w21zedcjguhs
134,RIVERVALE ST,17,1997,SK,0,0,0,16,75,0,0,134 RIVERVALE ST,1.38786467702645,103.904672885312,540134,w21zukthfkex
134,SIMEI ST 1,11,1987,TAP,0,0,0,58,62,0,0,134 SIMEI ST 1,1.34814861594365,103.955648416036,520134,w21ztt6jw1je
134,TECK WHYE LANE,15,1991,CCK,0,0,0,0,0,56,0,134 TECK WHYE LANE,1.38026609488201,103.750956814968,680134,w21zbgm0ss0x
134,YISHUN ST 11,12,1984,YS,0,0,66,44,0,0,0,134 YISHUN ST 11,1.43237650538302,103.831410877391,760134,w23b4sz8pnr6
135,BEDOK RESERVOIR RD,12,1986,BD,0,0,0,88,0,0,0,135 BEDOK RESERVOIR RD,1.33314106418951,103.912523538101,470135,w21zsddy1792
135,BEDOK NTH ST 2,12,1977,BD,0,0,119,33,0,1,0,135 BEDOK NTH ST 2,1.32873535148094,103.936506738278,460135,w21zt1uk2nhx
135,BISHAN ST 12,25,1986,BH,0,0,0,0,84,8,0,135 BISHAN ST 12,1.34456216829423,103.851287598109,570135,w21zehy0wks9
135,BT BATOK WEST AVE 6,13,1983,BB,0,0,94,24,0,1,0,135 BT BATOK WEST AVE 6,1.35125231918218,103.744795017835,650135,w21z8vbxsgty
135,CASHEW RD,13,1988,BP,0,0,0,0,0,90,0,135 CASHEW RD,1.37404915665664,103.768885136299,670135,w21zc64hqm2f
135,EDGEDALE PLAINS,18,2001,PG,0,0,0,66,90,0,0,135 EDGEDALE PLAINS,1.39209206159846,103.910022480355,820135,w21zut2vx0b8
135,JLN BT MERAH,19,1995,BM,0,0,0,58,65,0,0,135 JLN BT MERAH,1.27860068677354,103.82708537661,160135,w21z68u86kqn
135,LOR AH SOO,15,1984,HG,0,0,14,112,68,0,0,135 LOR AH SOO,1.34975825362257,103.886810075583,530135,w21zsj8nfjhj
135,MARSILING RD,4,1984,WL,0,0,0,0,0,16,0,135 MARSILING RD,1.43756956237491,103.777763757027,730135,w23b1t8wmnmk
135,PASIR RIS ST 11,9,1993,PRC,0,0,0,0,0,44,0,135 PASIR RIS ST 11,1.36454232817849,103.957472438655,510135,w21zv87t09ju
135,POTONG PASIR AVE 3,4,1983,TP,0,0,0,32,0,0,0,135 POTONG PASIR AVE 3,1.33469058687886,103.866824291288,350135,w21zedcx0kme
135,RIVERVALE ST,17,1997,SK,0,0,0,0,0,80,0,135 RIVERVALE ST,1.38814105144964,103.905022041583,540135,w21zuktqd2pz
135,SERANGOON NTH AVE 2,13,1988,SGN,0,0,0,11,69,0,0,135 SERANGOON NTH AVE 2,1.36725606646986,103.874813498992,550135,w21zg8zkfe4b
135,SIMEI ST 1,11,1987,TAP,0,0,0,58,62,0,0,135 SIMEI ST 1,1.34803733103292,103.957046121852,520135,w21ztt7hysrg
135,TECK WHYE LANE,4,1989,CCK,0,0,0,10,6,0,0,135 TECK WHYE LANE,1.38045272354815,103.751556332544,680135,w21zbgm9drp9
135,YISHUN ST 11,4,1985,YS,0,0,28,16,2,0,0,135 YISHUN ST 11,1.43224778185906,103.831911841774,760135,w23b4u8p6ym4
136,BEDOK RESERVOIR RD,10,1986,BD,0,0,87,52,0,0,0,136 BEDOK RESERVOIR RD,1.33353806122657,103.913536944229,470136,w21zsdg82vt0
136,BEDOK NTH AVE 3,4,1978,BD,0,0,27,4,0,0,0,136 BEDOK NTH AVE 3,1.32815498828204,103.93522082327,460136,w21zt1g344jc
136,BISHAN ST 12,9,1986,BH,0,0,0,44,36,0,0,136 BISHAN ST 12,1.34413413892594,103.851740462088,570136,w21zehww0uy2
136,BT BATOK WEST AVE 6,13,1983,BB,0,0,92,24,0,2,0,136 BT BATOK WEST AVE 6,1.35090042870513,103.74485764967,650136,w21z8vbtw6hd
136,JLN BT MERAH,10,1974,BM,0,0,86,0,2,0,0,136 JLN BT MERAH,1.27828763907526,103.827537246771,160136,w21z68sysfp4
136,LOR AH SOO,4,1984,HG,0,0,0,0,8,0,0,136 LOR AH SOO,1.34966436735423,103.88630211152,530136,w21zevxwq79m
136,MARSILING RD,4,1984,WL,0,0,1,0,6,9,0,136 MARSILING RD,1.43832145748732,103.777752029807,730136,w23b1tbdufs9
136,PASIR RIS ST 11,8,1993,PRC,0,0,0,0,0,50,0,136 PASIR RIS ST 11,1.36468913188234,103.957950593135,510136,w21zv87vgu6r
136,PETIR RD,4,1987,BP,0,0,0,27,11,0,0,136 PETIR RD,1.37461056095475,103.768753597677,670136,w21zc64pejyz
136,POTONG PASIR AVE 3,14,1984,TP,0,0,42,35,5,0,0,136 POTONG PASIR AVE 3,1.33398254838691,103.866520142842,350136,w21zedc7126g
136,RIVERVALE ST,17,1997,SK,0,0,0,0,0,80,0,136 RIVERVALE ST,1.38897071548031,103.904967353773,540136,w21zukv734zj
136,SERANGOON NTH AVE 2,13,1988,SGN,0,0,0,60,12,0,0,136 SERANGOON NTH AVE 2,1.36810159794642,103.874987831018,550136,w21zg9p3y8sg
136,SIMEI ST 1,11,1987,TAP,0,0,0,64,36,0,0,136 SIMEI ST 1,1.34793607242033,103.956339808271,520136,w21ztt6sq33p
136,TECK WHYE LANE,6,1989,CCK,0,0,0,30,9,0,0,136 TECK WHYE LANE,1.3799061370713,103.751696104326,680136,w21zbgjwt9pu
136,YISHUN RING RD,12,1984,YS,0,0,66,44,0,0,0,136 YISHUN RING RD,1.43203129125603,103.831436163973,760136,w23b4sxwpvfr
137,BEDOK NTH AVE 3,13,1978,BD,0,0,0,18,78,0,0,137 BEDOK NTH AVE 3,1.32883066193996,103.935509731277,460137,w21zt1gsbzvp
137,BEDOK RESERVOIR RD,11,1986,BD,0,0,0,0,0,70,0,137 BEDOK RESERVOIR RD,1.33390202913472,103.913274271807,470137,w21zsdg6dc35
137,BISHAN ST 12,13,1987,BH,0,0,0,0,0,0,48,137 BISHAN ST 12,1.34444616933874,103.851797492955,570137,w21zehwxfqbv
137,BT BATOK WEST AVE 6,4,1983,BB,0,0,4,12,0,0,0,137 BT BATOK WEST AVE 6,1.35051222398057,103.744948500644,650137,w21z8vbg298r
137,JLN BT MERAH,10,1974,BM,0,0,86,0,1,0,0,137 JLN BT MERAH,1.27814726027803,103.826958969986,160137,w21z68smxrzv
137,LOR AH SOO,11,1984,HG,0,0,0,124,8,0,0,137 LOR AH SOO,1.34905321621757,103.88664017294,530137,w21zevxfy1tr
137,MARSILING RD,12,1984,WL,0,0,0,12,74,0,0,137 MARSILING RD,1.43845614747139,103.777081265974,730137,w23b1tb5t78m
137,PASIR RIS ST 11,8,1993,PRC,0,0,0,0,0,32,0,137 PASIR RIS ST 11,1.36515883327775,103.95723054886,510137,w21zv8e2eh13
137,PETIR RD,12,1987,BP,0,0,66,66,0,0,0,137 PETIR RD,1.37499058666436,103.769509869284,670137,w21zc669uufd
137,POTONG PASIR AVE 3,14,1983,TP,0,0,42,35,5,0,0,137 POTONG PASIR AVE 3,1.33385759374197,103.865845367722,350137,w21zedbf395d
137,RIVERVALE ST,17,1997,SK,0,0,0,0,0,80,0,137 RIVERVALE ST,1.3891027253423,103.904819113359,540137,w21zukvhjg88
137,SERANGOON NTH AVE 2,13,1988,SGN,0,0,0,5,51,0,0,137 SERANGOON NTH AVE 2,1.36778495249736,103.875011736305,550137,w21zg8zrzjwe
137,SIMEI ST 1,11,1987,TAP,0,0,0,64,36,0,0,137 SIMEI ST 1,1.34758009360405,103.956310473029,520137,w21ztt6djx5k
137,TECK WHYE LANE,6,1989,CCK,0,0,0,18,21,0,0,137 TECK WHYE LANE,1.38004752975397,103.752483841199,680137,w21zbgnr25e0
137,YISHUN RING RD,12,1984,YS,0,0,131,67,2,0,0,137 YISHUN RING RD,1.43198319567796,103.830253382367,760137,w23b4swvum02
138,BEDOK RESERVOIR RD,4,1986,BD,0,0,16,16,0,0,0,138 BEDOK RESERVOIR RD,1.33430111079045,103.91316583986,470138,w21zsdgkb7b2
138,BEDOK NTH ST 2,12,1977,BD,0,0,213,22,1,2,0,138 BEDOK NTH ST 2,1.33001011188999,103.936343483972,460138,w21zt4h5u7fg
138,BISHAN ST 12,9,1986,BH,0,0,0,52,53,0,0,138 BISHAN ST 12,1.34476326355535,103.852206845531,570138,w21zehycgf41
138,BT BATOK WEST AVE 6,12,1983,BB,0,0,108,22,0,1,0,138 BT BATOK WEST AVE 6,1.35044711973729,103.744471903926,650138,w21z8vb6vmt4
138,EDGEDALE PLAINS,17,2002,PG,0,0,0,64,96,0,0,138 EDGEDALE PLAINS,1.39277115890643,103.909796213697,820138,w21zut8c3xrg
138,JLN BT MERAH,10,1975,BM,0,0,85,0,2,0,0,138 JLN BT MERAH,1.27842357024921,103.826237590943,160138,w21z68ezqemv
138,LOR AH SOO,13,1984,HG,0,0,0,96,24,0,0,138 LOR AH SOO,1.35162442643015,103.884447871485,530138,w21zeyn3g149
138,MARSILING RD,12,1984,WL,0,0,0,0,10,45,0,138 MARSILING RD,1.43809995341553,103.777263836104,730138,w23b1tb39928
138,PASIR RIS ST 11,11,1993,PRC,0,0,0,12,38,0,0,138 PASIR RIS ST 11,1.36333065912256,103.959726544175,510138,w21zv8jjvpq8
138,PETIR RD,4,1988,BP,0,0,0,0,0,32,0,138 PETIR RD,1.37457035529603,103.769825791429,670138,w21zc64zknqr
138,POTONG PASIR AVE 3,4,1983,TP,0,0,0,32,0,0,0,138 POTONG PASIR AVE 3,1.33356221015123,103.865458562014,350138,w21zedb88d52
138,RIVERVALE ST,17,1997,SK,0,0,0,0,0,63,0,138 RIVERVALE ST,1.38864118996622,103.904623542393,540138,w21zukv13jqz
138,SERANGOON NTH AVE 2,4,1988,SGN,0,0,0,0,0,22,0,138 SERANGOON NTH AVE 2,1.36822699874589,103.875548830412,550138,w21zg9pf7xzp
138,SIMEI ST 1,11,1987,TAP,0,0,0,44,36,0,0,138 SIMEI ST 1,1.34721811835569,103.956900531765,520138,w21ztt7057em
138,TAMPINES ST 11,4,1983,TAP,0,0,80,0,0,3,0,138 TAMPINES ST 11,1.3455045062724,103.945588355383,521138,w21ztkfy5u0r
138,YISHUN RING RD,12,1984,YS,0,0,66,44,0,0,0,138 YISHUN RING RD,1.43160991206918,103.830614068732,760138,w23b4sx5sxmm
138A,LOR 1A TOA PAYOH,42,2012,TP,0,0,19,63,164,0,0,138A LOR 1A TOA PAYOH,1.33671098513786,103.845472945511,311138,w21ze53fyuuz
138A,YUAN CHING RD,22,2014,JW,0,0,21,86,65,0,0,138A YUAN CHING RD,1.32793696486555,103.7241782483,611138,w21z839xu93h
138B,LOR 1A TOA PAYOH,40,2012,TP,0,0,19,60,158,0,0,138B LOR 1A TOA PAYOH,1.33626408939965,103.845626191384,312138,w21ze56063xj
138B,YUAN CHING RD,22,2014,JW,0,0,42,64,64,0,0,138B YUAN CHING RD,1.32841510984309,103.724304147765,612138,w21z83cdx6wb
138C,LOR 1A TOA PAYOH,40,2012,TP,0,0,19,60,158,0,0,138C LOR 1A TOA PAYOH,1.33626413671063,103.844907413472,313138,w21ze53839xn
138C,YUAN CHING RD,22,2014,JW,0,0,42,65,65,0,0,138C YUAN CHING RD,1.32843797727643,103.723795893377,613138,w21z83c6ewgc
138D,YUAN CHING RD,22,2014,JW,0,0,40,64,64,0,0,138D YUAN CHING RD,1.32846031138004,103.723287795397,614138,w21z83bfzfcn
139,BEDOK RESERVOIR RD,10,1986,BD,0,0,72,36,0,0,0,139 BEDOK RESERVOIR RD,1.33462453350019,103.913777679684,470139,w21zsdgwy809
139,BEDOK NTH AVE 3,13,1978,BD,0,0,0,18,78,0,0,139 BEDOK NTH AVE 3,1.32941001130625,103.935397269548,460139,w21zt452q7cr
139,BISHAN ST 12,4,1987,BH,0,0,0,10,6,0,0,139 BISHAN ST 12,1.34524700566957,103.852692218003,570139,w21zehzhxh5y
139,BT BATOK WEST AVE 6,4,1983,BB,0,0,56,8,0,0,0,139 BT BATOK WEST AVE 6,1.35110319953225,103.744169896472,650139,w21z8vbnwrgu
139,JLN BT MERAH,15,1995,BM,0,0,0,74,28,0,0,139 JLN BT MERAH,1.27907853356834,103.826785281335,160139,w21z68u75mw2
139,LOR AH SOO,13,1984,HG,0,0,0,72,24,0,0,139 LOR AH SOO,1.3522311107755,103.884240123623,530139,w21zeynjq4pu
139,MARSILING RD,11,1984,WL,0,0,0,0,10,42,0,139 MARSILING RD,1.43775226684572,103.777275768219,730139,w23b1t8r9b3q
139,PASIR RIS ST 11,11,1993,PRC,0,0,0,19,53,0,0,139 PASIR RIS ST 11,1.3635179863635,103.959586721477,510139,w21zv8jp1fnm
139,PETIR RD,12,1987,BP,0,0,66,66,0,0,0,139 PETIR RD,1.37534822344466,103.76965777289,670139,w21zc66gbr3p
139,POTONG PASIR AVE 3,17,1984,TP,0,0,80,68,8,0,0,139 POTONG PASIR AVE 3,1.33327648926162,103.866110230586,350139,w21zed8yzuc0
139,RIVERVALE ST,17,1997,SK,0,0,0,0,0,63,0,139 RIVERVALE ST,1.38887019170638,103.904295614592,540139,w21zukufc84m
139,SERANGOON NTH AVE 2,13,1988,SGN,0,0,0,60,24,0,0,139 SERANGOON NTH AVE 2,1.36878372952822,103.875412429109,550139,w21zg9pv8xc2
139,SIMEI ST 1,4,1987,TAP,0,0,38,22,0,0,0,139 SIMEI ST 1,1.34668351000416,103.956561347886,520139,w21ztt4v52n2
139,TAMPINES ST 11,4,1983,TAP,0,0,94,0,0,2,0,139 TAMPINES ST 11,1.34616073984853,103.944509228,521139,w21ztm41fwe9
139,YISHUN RING RD,12,1984,YS,0,0,66,66,0,0,0,139 YISHUN RING RD,1.43165616021317,103.831319107107,760139,w23b4sxsj051
139A,LOR 1A TOA PAYOH,40,2012,TP,0,0,19,60,158,0,0,139A LOR 1A TOA PAYOH,1.33627775831234,103.844044881122,311139,w21ze52bmshp
139B,LOR 1A TOA PAYOH,42,2012,TP,0,0,19,63,164,0,0,139B LOR 1A TOA PAYOH,1.33671109109394,103.843878159336,312139,w21ze52fctp8
14,BEDOK STH AVE 2,24,1994,BD,0,0,0,0,95,0,0,14 BEDOK STH AVE 2,1.3213611911805,103.936185399688,460014,w21zt0s12xt4
14,DOVER CL EAST,25,1977,QT,0,0,0,0,96,0,0,14 DOVER CL EAST,1.30556381153272,103.785595231093,130014,w21z3twm7wsz
14,EUNOS CRES,16,1976,GL,0,0,0,12,78,0,0,14 EUNOS CRES,1.32314313124757,103.90344909234,400014,w21zs2u5vgg0
14,GHIM MOH RD,25,1976,QT,0,0,0,0,96,0,0,14 GHIM MOH RD,1.30884675491384,103.78914684284,270014,w21z3y2bw6tp
14,JLN BT MERAH,25,1995,BM,0,0,0,48,38,0,0,14 JLN BT MERAH,1.28786130507779,103.807648167533,150014,w21z64qqmd8x
14,JOO SENG RD,19,1983,TP,0,0,0,18,54,0,0,14 JOO SENG RD,1.33607365258296,103.879853823853,360014,w21zeg5p0n1j
14,KG ARANG RD,12,1964,KWN,0,0,86,44,1,0,0,14 KG ARANG RD,1.30016459105,103.884228450233,431014,w21z7uwnjbpp
14,LOR 7 TOA PAYOH,25,1997,TP,0,0,0,68,28,0,0,14 LOR 7 TOA PAYOH,1.33666896706719,103.858353616452,310014,w21ze776ej1k
14,MARINE TER,25,1974,MP,0,0,0,0,96,0,0,14 MARINE TER,1.30347617922703,103.915411740341,440014,w21zktkck9e4
14,OLD AIRPORT RD,7,1958,GL,0,0,0,0,0,0,0,14 OLD AIRPORT RD,1.30683864206804,103.884572501087,390014,w21z7vykvurs
14,ST. GEORGE'S RD,12,1984,KWN,0,0,123,22,2,2,0,14 ST. GEORGE'S RD,1.32372959519736,103.862088437214,320014,w21ze2yp6146
14,TAMAN HO SWEE,9,1963,BM,0,9,72,0,0,0,0,14 TAMAN HO SWEE,1.28790461781044,103.83219770269,161014,w21z6f2q9df4
14,TECK WHYE LANE,25,1978,CCK,0,0,0,0,96,0,0,14 TECK WHYE LANE,1.37848150958552,103.755675386906,680014,w21zc4bw4rwf
14,TELOK BLANGAH CRES,13,1998,BM,0,0,0,25,49,0,0,14 TELOK BLANGAH CRES,1.27739544173264,103.820469653072,090014,w21z62xc27c0
14,TOH YI DR,13,1987,BT,0,0,0,54,42,0,0,14 TOH YI DR,1.33908702611922,103.772569349944,590014,w21z97ubspuj
14,UPP BOON KENG RD,20,1997,KWN,0,0,0,30,57,0,0,14 UPP BOON KENG RD,1.31505420515826,103.870303668462,380014,w21z7xkh9xb5
14A,LOR 7 TOA PAYOH,25,1997,TP,0,0,0,21,96,0,0,14A LOR 7 TOA PAYOH,1.3362682080095,103.858315233952,311014,w21ze77264ky
14A,TELOK BLANGAH CRES,13,1998,BM,0,0,0,51,24,0,0,14A TELOK BLANGAH CRES,1.27776030069589,103.820730062207,091014,w21z62xgqrg3
14A,UPP BOON KENG RD,20,1997,KWN,0,0,0,60,57,0,0,14A UPP BOON KENG RD,1.31526353935876,103.870688914288,381014,w21z7xkmfqzk
14B,LOR 7 TOA PAYOH,25,1996,TP,0,0,0,68,28,0,0,14B LOR 7 TOA PAYOH,1.33573887362341,103.858408403539,312014,w21ze75mhrf2
140,BEDOK RESERVOIR RD,13,1986,BD,0,0,0,54,42,0,0,140 BEDOK RESERVOIR RD,1.33488991400405,103.913386186589,470140,w21zse52m3s8
140,BEDOK NTH ST 2,17,1997,BD,0,0,0,0,140,0,0,140 BEDOK NTH ST 2,1.32986086595092,103.935423827584,460140,w21zt457nbj1
140,BISHAN ST 12,9,1987,BH,0,0,0,56,40,0,0,140 BISHAN ST 12,1.34479967079912,103.85310654157,570140,w21zehzd0bbf
140,BT BATOK ST 11,17,1984,BB,0,0,0,0,0,80,0,140 BT BATOK ST 11,1.35076586646897,103.74385553747,650140,w21z8tzuz112
140,JLN BT MERAH,25,1978,BM,0,0,0,0,96,0,0,140 JLN BT MERAH,1.27815614255865,103.829524327849,160140,w21z68wmg38d
140,LOR AH SOO,13,1984,HG,0,0,0,18,78,0,0,140 LOR AH SOO,1.35252644338434,103.883738329606,530140,w21zeyjz491w
